doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.1145/2212776.2223794,CTArcade: Learning Computational Thinking while Training Virtual Characters Through Game Play,2012,,broad,0.7583333333333333,2,False,24.0,24.0,21.0,,97.0,Formative assessment; Computer science; Usability; Human–computer interaction; Character (mathematics),CTArcade: Learning Computational Thinking while Training Virtual Characters Through Game Play
10.1109/vlhcc.2009.5295278,Language-based support for computational thinking,2009,"2009 IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING, PROCEEDINGS",core,0.8500000000000001,2,False,24.0,24.0,17.0,,63.0,Computational thinking; Computer science; Perspective (graphical); Fifth-generation programming language; Point (geometry),Language-based support for computational thinking
10.1109/fie.2008.4720362,The effects of emphasizing computational thinking in an introductory programming course,2008,"Proceedings - Frontiers in Education Conference, FIE",broad,0.5416666666666667,3,False,24.0,24.0,16.0,,45.0,Computer science; Compiler; Emotive; Programming language; Mathematics education,The effects of emphasizing computational thinking in an introductory programming course
10.1016/j.ecresq.2023.03.004,Gender equity and motivational readiness for computational thinking in early childhood,2023,Early Childhood Research Quarterly,core,0.8500000000000001,2,False,23.0,23.0,24.0,78.0,128.0,Computational thinking; Coding (social sciences); Psychology; Developmental psychology; Early childhood,Gender equity and motivational readiness for computational thinking in early childhood
10.1186/s40561-022-00213-x,Motivating youth to learn STEM through a gender inclusive digital forensic science program,2023,Smart Learning Environments,broad,0.6666666666666667,2,False,23.0,23.0,20.0,2.5,303.0,Forensic science; Digital forensics; Data science; Computer science; Psychology,Motivating youth to learn STEM through a gender inclusive digital forensic science program
10.1007/s11423-022-10093-0,Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational thinking in mathematics,2022,Educational Technology Research and Development,core,0.9083333333333334,3,False,23.0,23.0,21.0,0.5,172.0,Computational thinking; Mathematics education; Computer science; Test (biology); Process (computing),Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational
10.1016/j.cag.2022.01.002,The design and evaluation of an AR-based serious game to teach programming,2022,Computers and Graphics,broad,0.575,2,False,23.0,23.0,23.0,2.5,151.0,Usability; Computer science; Game design; Game Developer; Game design document,The design and evaluation of an AR-based serious game to teach programming
10.1080/10494820.2019.1643741,Programming trajectories analytics in block-based programming language learning,2022,Interactive Learning Environments,broad,0.7250000000000001,3,False,23.0,23.0,24.0,,92.0,Computer science; Block (permutation group theory); Cluster analysis; Syntax; Computational thinking,Programming trajectories analytics in block-based programming language learning
10.1145/3494579,Elementary Computational Thinking Instruction and Assessment: A Learning Trajectory Perspective,2022,ACM Transactions on Computing Education,broad,0.7250000000000001,3,False,23.0,23.0,18.0,4.45,122.0,Mathematics education; Empirical research; Perspective (graphical); Experiential learning; Computer science,Elementary Computational Thinking Instruction and Assessment: A Learning Trajectory Perspective
10.1080/08993408.2020.1866933,Communicating about computational thinking: understanding affordances of portfolios for assessing high school students’ computational thinking and participation practices,2021,Computer Science Education,broad,0.7250000000000001,3,False,23.0,23.0,27.0,,91.0,Rubric; Computational thinking; Affordance; Computer science; Coding (social sciences),Communicating about computational thinking: understanding affordances of portfolios for assessing high school students’ computational thinki
10.3390/educsci11080443,"Mapping k-12 computer science teacher’s interest, self-confidence, and knowledge about the use of educational robotics to teach",2021,Education Sciences,core,1.0,3,False,23.0,23.0,26.0,,136.0,Robotics; Artificial intelligence; Mathematics education; Computer science; Science education,"Mapping k-12 computer science teacher’s interest, self-confidence, and knowledge about the use of educational robotics to teach"
10.4018/978-1-7998-7308-2,Teaching Computational Thinking and Coding to Young Children,2021,,broad,0.6333333333333333,3,False,23.0,23.0,15.0,14.8,49.0,Computational thinking; Coding (social sciences); Computer science; Psychology; Mathematics education,Teaching Computational Thinking and Coding to Young Children
10.1007/978-3-030-39360-1,"Guide to Teaching Computer Science: An Activity-Based Approach, Third Edition",2020,,broad,0.7250000000000001,3,False,23.0,23.0,40.0,6.1,82.0,Computer science; Mathematics education; Conceptual change; Psychology,"Guide to Teaching Computer Science: An Activity-Based Approach, Third Edition"
10.1007/s11191-020-00141-7,Understanding Biological Evolution Through Computational Thinking: a K-12 Learning Progression,2020,Science and Education,broad,0.6333333333333333,3,False,23.0,23.0,26.0,2.35,121.0,Computational thinking; Context (archaeology); Science education; Next Generation Science Standards; Computer science,Understanding Biological Evolution Through Computational Thinking: a K-12 Learning Progression
10.1088/1742-6596/1581/1/012046,The effectiveness of inquiry-based learning on computational thinking skills and self-efficacy of high school students,2020,Journal of Physics: Conference Series,core,0.8500000000000001,2,False,23.0,23.0,20.0,,157.0,Self-efficacy; Mathematics education; Computational thinking; Test (biology); Critical thinking,The effectiveness of inquiry-based learning on computational thinking skills and self-efficacy of high school students
10.1109/educon45650.2020.9125103,RoboSTEAM project systematic mapping: Challenge based learning and robotics,2020,"IEEE Global Engineering Education Conference, EDUCON",core,1.0,3,False,23.0,23.0,26.0,,161.0,Process (computing); Computer science; Project-based learning; Erasmus+; Robotics,RoboSTEAM project systematic mapping: Challenge based learning and robotics
10.1177/1478210319894785,Teaching programming and mathematics in practice: A case study from a Swedish primary school,2020,Policy Futures in Education,core,0.8166666666666667,3,False,23.0,23.0,20.0,,133.0,Mathematics education; Ninth; Connected Mathematics; Computational thinking; Computer science,Teaching programming and mathematics in practice: A case study from a Swedish primary school
10.17275/per.20.22.7.2,Investigating computational thinking skills based on different variables and determining the predictor variables,2020,Participatory Educational Research,core,0.8500000000000001,2,False,23.0,23.0,17.0,,133.0,Competence (human resources); Computational thinking; Descriptive statistics; Mathematics education; Scale (ratio),Investigating computational thinking skills based on different variables and determining the predictor variables
10.15388/infedu.2019.12,Splash code - a board game for learning an understanding of algorithms in middle school,2019,Informatics in Education,broad,0.6333333333333333,3,False,23.0,23.0,16.0,,117.0,Computational thinking; Computer science; Relevance (law); Mathematics education; Process (computing),Splash code - a board game for learning an understanding of algorithms in middle school
10.1007/978-3-319-52691-1_19,Exploring Strengths and Weaknesses in Middle School Students' Computational Thinking in Scratch,2017,"EMERGING RESEARCH, PRACTICE, AND POLICY ON COMPUTATIONAL THINKING",core,0.9083333333333334,3,False,23.0,23.0,22.0,,65.0,Scratch; Computational thinking; Computer science; Strengths and weaknesses; Mathematics education,Exploring Strengths and Weaknesses in Middle School Students' Computational Thinking in Scratch
10.1007/978-3-319-55553-9_5,A didactical model for educational robotics activities: A study on improving skills through strong or minimal guidance,2017,Advances in Intelligent Systems and Computing,core,1.0,3,False,23.0,23.0,19.0,,71.0,Abstraction; Computational thinking; Debugging; Generalization; Robotics,A didactical model for educational robotics activities: A study on improving skills through strong or minimal guidance
10.1145/3012430.3012495,Developing computational thinking via the visual programming tool: Lego education wedo,2016,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,False,23.0,23.0,20.0,,85.0,Computational thinking; Perception; Computer science; Process (computing); Mathematics education,Developing computational thinking via the visual programming tool: Lego education wedo
10.1007/s11423-024-10364-y,"Computational thinking for the digital age: a systematic review of tools, pedagogical strategies, and assessment practices",2024,Educational Technology Research and Development,core,0.8166666666666667,3,False,22.0,22.0,28.0,,182.0,Curriculum; Subject (documents); Computational thinking; Promotion (chess); Computer science,"Computational thinking for the digital age: a systematic review of tools, pedagogical strategies, and assessment practices"
