policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.2836064,Cracking the code: a plan to expand code clubs,2017,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2836064,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.2832541,Submission to the Justice Commission from Chris Marshall,2018,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2832541,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.2832250,Information economy strategy,2013,UK Government,Government,Government,grid.421947.d,GB,United Kingdom,,London,51.503372,-0.127646,https://app.dimensions.ai/details/policy_documents/policy.2832250,https://www.gov.uk/; https://www.gov.uk/government/organisations/department-for-international-development,Computational Thinking,policy_document
policy.2831018,Secondary school for children aged 11 to 14: a guide for parents and carers,2019,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2831018,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.2831016,Primary school for children aged 7 to 11: a guide for parents and carers,2019,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2831016,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.2830242,"Rights, respect, equality: guidance for schools",2019,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2830242,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.2828588,Digital skills for the UK economy,2016,UK Government,Government,Government,grid.421947.d,GB,United Kingdom,,London,51.503372,-0.127646,https://app.dimensions.ai/details/policy_documents/policy.2828588,https://www.gov.uk/; https://www.gov.uk/government/organisations/department-for-international-development,Computational Thinking,policy_document
policy.2825190,United Nations Committee on the Rights of the Child 2016 report: Welsh Government update,2021,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2825190,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.2819415,Future-proof: Preparing young Canadians for the future of work,2017,Brookfield Institute for Innovation + Entrepreneurship,Nonprofit,Nonprofit,grid.1092973.37,CA,Canada,Ontario,Toronto,,,https://app.dimensions.ai/details/policy_documents/policy.2819415,,Computational Thinking,policy_document
policy.2819407,Digital Literacy in a Digital Age,2017,Brookfield Institute for Innovation + Entrepreneurship,Nonprofit,Nonprofit,grid.1092973.37,CA,Canada,Ontario,Toronto,,,https://app.dimensions.ai/details/policy_documents/policy.2819407,,Computational Thinking,policy_document
policy.2819394,The State of Digital Literacy: A literature review,2018,Brookfield Institute for Innovation + Entrepreneurship,Nonprofit,Nonprofit,grid.1092973.37,CA,Canada,Ontario,Toronto,,,https://app.dimensions.ai/details/policy_documents/policy.2819394,,Computational Thinking,policy_document
policy.2819377,Levelling Up: The quest for digital literacy,2018,Brookfield Institute for Innovation + Entrepreneurship,Nonprofit,Nonprofit,grid.1092973.37,CA,Canada,Ontario,Toronto,,,https://app.dimensions.ai/details/policy_documents/policy.2819377,,Computational Thinking,policy_document
policy.2819352,"I, Human: The digital and soft skills driving Canada’s labour market",2019,Brookfield Institute for Innovation + Entrepreneurship,Nonprofit,Nonprofit,grid.1092973.37,CA,Canada,Ontario,Toronto,,,https://app.dimensions.ai/details/policy_documents/policy.2819352,,Computational Thinking,policy_document
policy.2819343,Plugging In: Empowering communities to ensure digital literacy access for youth,2020,Brookfield Institute for Innovation + Entrepreneurship,Nonprofit,Nonprofit,grid.1092973.37,CA,Canada,Ontario,Toronto,,,https://app.dimensions.ai/details/policy_documents/policy.2819343,,Computational Thinking,policy_document
policy.2813220,"Childhood and adolescence in the digital age: A comparative report of the Kids Online surveys on Brazil, Chile, Costa Rica and Uruguay",2020,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2813220,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2813189,Latin American Economic Outlook 2020: Digital transformation for building back better,2020,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2813189,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2813070,"Disasters and inequality in a protracted crisis: Towards universal, comprehensive, resilient and sustainable social protection systems in Latin America and the Caribbean",2021,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2813070,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2812923,The care society: A horizon for sustainable recovery with gender equality,2022,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2812923,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2812868,Gender equality and women’s and girls’ autonomy in the digital era: contributions of education and digital transformation in Latin America and the Caribbean,2023,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2812868,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2812864,Education during the pandemic: an opportunity to transform education systems in Latin America and the Caribbean,2023,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2812864,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2811277,Jobs for Youth in Africa - Brochure,2018,African Development Bank Group,Other,Other,grid.463045.0,TN,Tunisia,,Tunis,36.846138,10.272771,https://app.dimensions.ai/details/policy_documents/policy.2811277,http://www.afdb.org/en/,Computational Thinking,policy_document
policy.2728290,Strategic approaches to regional transformation of digital education,2023,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.2728290,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.2720056,Report of a Workshop on the Scope and Nature of Computational Thinking,2010,National Academies Press,Other,Other,grid.431670.7,US,United States,District of Columbia,Washington D.C.,38.89683,-77.019295,https://app.dimensions.ai/details/policy_documents/policy.2720056,https://www.nap.edu/,Computational Thinking,policy_document
policy.2719948,Report of a Workshop on the Pedagogical Aspects of Computational Thinking,2011,National Academies Press,Other,Other,grid.431670.7,US,United States,District of Columbia,Washington D.C.,38.89683,-77.019295,https://app.dimensions.ai/details/policy_documents/policy.2719948,https://www.nap.edu/,Computational Thinking,policy_document
policy.2698404,OECD Education Working Papers,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.2698404,http://www.oecd.org/,Computational Thinking,policy_document
policy.2680855,Millennials will benefit and suffer due to their hyperconnected lives,2012,Pew Research Center,Nonprofit,Nonprofit,grid.479573.b,US,United States,District of Columbia,Washington D.C.,38.904137,-77.03743,https://app.dimensions.ai/details/policy_documents/policy.2680855,https://www.pewresearch.org,Computational Thinking,policy_document
policy.2599613,Sunshine Act Meetings,2020,United States Securities and Exchange Commission,Government,Government,grid.431437.6,US,United States,District of Columbia,Washington D.C.,38.89058,-77.004524,https://app.dimensions.ai/details/policy_documents/policy.2599613,http://www.sec.gov/,Computational Thinking,policy_document
policy.2533965,Notice of Permit Applications Received Under the Antarctic Conservation Act of 1978 (Pub. L. 95-541),2009,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.2533965,https://www.nsf.gov,Computational Thinking,policy_document
policy.2533956,Notice of Intent To Seek Approval To Establish an Information Collection,2009,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.2533956,https://www.nsf.gov,Computational Thinking,policy_document
policy.2533569,Agency Information Collection Activities: Comment Request,2009,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.2533569,https://www.nsf.gov,Computational Thinking,policy_document
policy.2533559,Agency Information Collection Activities: Comment Request,2009,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.2533559,https://www.nsf.gov,Computational Thinking,policy_document
policy.2532139,Agency Information Collection Activities: Proposed Collection; Comment Request,2010,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.2532139,https://www.nsf.gov,Computational Thinking,policy_document
policy.2531869,Agency Information Collection Activities: Comment Request,2010,National Science Foundation,Government,Government,grid.431093.c,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.2531869,https://www.nsf.gov,Computational Thinking,policy_document
policy.246835,The Inclusive Growth and Development Report 2017,2017,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.246835,https://www.weforum.org/,Computational Thinking,policy_document
policy.2068531,Race to the Top Fund,2009,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.2068531,http://www.ed.gov/,Computational Thinking,policy_document
