ct_layer,doi,title,year,journal,document_type,openalex_is_oa,openalex_oa_status,dimensions_times_cited,openalex_cited_by_count,scopus_citations,wos_citations_core,altmetric_score,altmetric_posts_count,altmetric_accounts_count,altmetric_tweeters_count,altmetric_bluesky_count,mendeley_reader_count,mendeley_group_count,openalex_top_concepts,citations_academic,altmetric_score_filled,mendeley_readers_filled,is_oa,ct_signal
broad,10.1145/2535915,Design thinking,2013,Communications of the ACM,Review,True,green,52.0,60.0,41.0,,,,,,,700.0,36.0,Computer science; Computational thinking; Design thinking; Software; Management science,52.0,0.0,700.0,True,exact||concepts
broad,10.1145/2538862.2538872,CS professional development MOOCs,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,3.0,3.0,3.0,3.0,,,,,,40.0,6.0,Professional development; Curriculum; Face (sociological concept); Software deployment; Computational thinking,3.0,0.0,40.0,False,exact||concepts
broad,10.1145/2538862.2538873,Blocks-based programming languages: Simplifying programming for different audiences with different goals,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,6.0,4.0,4.0,4.0,,,,,,26.0,3.0,Programming language; Computer science; Fifth-generation programming language; Programming paradigm,6.0,0.0,26.0,False,exact|context
broad,10.1145/2538862.2538890,Quantitative correlation between ability to compute and student performance in a primary school,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,14.0,23.0,13.0,7.0,,,,,,52.0,6.0,Premise; Computation; Mathematics education; Computer science; Correlation,14.0,0.0,52.0,False,exact||concepts
broad,10.1145/2538862.2538905,Identifying elementary students' pre-instructional ability to develop algorithms and step-by-step instructions,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,True,gold,22.0,55.0,16.0,12.0,,,,,,94.0,19.0,Computational thinking; Curriculum; Outreach; Computer science; Mathematics education,22.0,0.0,94.0,True,exact|context|concepts
broad,10.1145/2538862.2538917,Dancing Alice: Exploring embodied pedagogical strategies for learning computational thinking,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,35.0,39.0,39.0,31.0,,,,,,91.0,10.0,Dance; Embodied cognition; Computer science; Alice (programming language); Context (archaeology),35.0,0.0,91.0,False,exact
broad,10.1145/2538862.2538925,The design of Sweden's first 5-year Computer Science and Software Engineering program,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,3.0,3.0,3.0,1.0,,,,,,35.0,3.0,Computer science; Software engineering; Software; Programming language,3.0,0.0,35.0,False,exact|context
broad,10.1145/2538862.2538940,Integrating computational and creative thinking to improve learning and performance in CS1,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,42.0,47.0,38.0,25.0,,,,,,104.0,7.0,Computational thinking; Premise; Mathematics education; Leverage (statistics); Generativity,42.0,0.0,104.0,False,exact||concepts
broad,10.1145/2538862.2538950,The consume - Create spectrum : Balancing convenience and computational thinking in STEM learning,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,13.0,14.0,13.0,12.0,,,,,,64.0,12.0,Computer science; Scalability; Class (philosophy); Scratch; Implementation,13.0,0.0,64.0,False,exact|context
broad,10.1145/2538862.2538952,Use and development of entertainment technologies in after school STEM program,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,13.0,19.0,12.0,4.0,,,,,,60.0,11.0,Computational thinking; Outreach; Computer science; Session (web analytics); Software deployment,13.0,0.0,60.0,False,exact|context|concepts
broad,10.1145/2538862.2538956,Effectiveness of a Computational Thinking (CS0) course on student analytical skills,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,19.0,31.0,20.0,17.0,,,,,,113.0,8.0,Mathematics education; Class (philosophy); Curriculum; Course (navigation); Test (biology),19.0,0.0,113.0,False,exact|context
broad,10.1145/2538862.2538961,Learning relational algebra by snapping blocks,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,13.0,19.0,10.0,9.0,,,,,,39.0,6.0,Relational algebra; Computer science; Relational database; Visualization; Set (abstract data type),13.0,0.0,39.0,False,exact|context
broad,10.1145/2538862.2538991,"Diverse learners, diverse courses, diverse projects: Learning from challenges in new directions",2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,3.0,3.0,4.0,3.0,,,,,,4.0,0.0,Computer science; Data science; Mathematics education; Psychology,3.0,0.0,4.0,False,exact|context|concepts
broad,10.1145/2538862.2554795,Computational Thinking for all: The power and the peril,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),Conference paper,False,closed,4.0,9.0,0.0,0.0,,,,,,32.0,3.0,Computational thinking; Computer science; The arts; Workforce; Soul,4.0,0.0,32.0,False,exact||concepts
broad,10.1145/2576872,Computational thinking in elementary and secondary teacher education,2014,ACM Transactions on Computing Education,Article,False,closed,509.0,588.0,451.0,295.0,7.85,6.0,5.0,3.0,,970.0,73.0,Computational thinking; Mathematics education; Computer science; Critical thinking; Psychology,509.0,7.85,970.0,False,exact|context|concepts
broad,10.1145/2591708.2591713,Assessing computational learning in K-12,2014,,Conference paper,False,closed,103.0,151.0,106.0,,1.5,2.0,2.0,2.0,,273.0,24.0,Curriculum; Christian ministry; Computational thinking; Scratch; Computer science,103.0,1.5,273.0,False,exact|context|concepts
broad,10.1145/2591708.2591724,Early validation of computational thinking pattern analysis,2014,,Conference paper,False,closed,22.0,32.0,22.0,,,,,,,108.0,16.0,Computational thinking; Curriculum; Grading (engineering); Computer science; Mathematics education,22.0,0.0,108.0,False,exact|context|concepts
broad,10.1145/2591708.2591729,Cultural appropriation of computational thinking acquisition research: Seeding fields of diversity,2014,,Conference paper,False,closed,6.0,10.0,6.0,,,,,,,53.0,6.0,Appropriation; Diversification (marketing strategy); Computational thinking; Cultural appropriation; Reflection (computer programming),6.0,0.0,53.0,False,exact|context|concepts
broad,10.1145/2591708.2591732,Serious toys: Three years of teaching computer science concepts in K-12 classrooms,2014,,Conference paper,False,closed,7.0,36.0,6.0,,,,,,,48.0,5.0,Outreach; Computational thinking; Key (lock); Computer science; Value (mathematics),7.0,0.0,48.0,False,exact|context|concepts
broad,10.1145/2593968.2610489,RaBit EscApe: A board game for computational thinking,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,38.0,39.0,35.0,,,,,,,92.0,13.0,Reading (process); Literacy; Computer science; Mathematics education; Core (optical fiber),38.0,0.0,92.0,False,exact|context|concepts
broad,10.1145/2593968.2610490,FabCode: Visual programming environment for digital fabrication,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,6.0,8.0,7.0,,,,,,,54.0,3.0,Computer science; Premise; Situated; Context (archaeology); Debugging,6.0,0.0,54.0,False,exact
broad,10.1145/2593968.2610491,Frog Pond: A code-first learning environment on evolution and natural selection,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,24.0,29.0,33.0,,10.0,2.0,2.0,,,51.0,6.0,NetLogo; Natural selection; Computer science; Selection (genetic algorithm); Natural phenomenon,24.0,10.0,51.0,False,exact|context
broad,10.1145/2614217.2630597,Character animation and embodiment in teaching computational thinking,2014,,Conference paper,False,closed,2.0,2.0,2.0,,,,,,,12.0,3.0,Character (mathematics); Animation; Computational thinking; Computer science; Character animation,2.0,0.0,12.0,False,exact||concepts
broad,10.1145/2616498.2616574,Clash of the timelines: Lessons learned from the front lines of CS education,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,34.0,7.0,Timeline; Workforce; Pace; Technological evolution; Business,1.0,0.0,34.0,False,exact
broad,10.1145/2632320.2632327,Computational thinking curriculum development for upper elementary school classes,2014,,Conference paper,False,closed,4.0,3.0,4.0,,,,,,,57.0,7.0,Computational thinking; Mathematics education; Curriculum; Computer science; Subject (documents),4.0,0.0,57.0,False,exact|context|concepts
broad,10.1145/2632320.2632352,Diversifying high school students' views about computing with electronic textiles,2014,,Conference paper,False,closed,22.0,25.0,26.0,,,,,,,56.0,12.0,Field (mathematics); Computer science; Pluralism (philosophy); Ubiquitous computing; Diversity (politics),22.0,0.0,56.0,False,context
broad,10.1145/2645791.2645835,Students' experiences from the use of MIT app inventor in classroom,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,16.0,22.0,8.0,,,,,,,77.0,8.0,Android (operating system); Computer science; Computational thinking; Android app; Mobile apps,16.0,0.0,77.0,False,exact|context|concepts
broad,10.1145/2658861.2658947,Creative design computing for happy healthy living,2014,,Conference paper,False,closed,2.0,2.0,1.0,,,,,,,96.0,27.0,Computer science; Human–computer interaction,2.0,0.0,96.0,False,exact
broad,10.1145/2664243.2664254,Its the psychology stupid: How heuristics explain software vulnerabilities and how priming can illuminate developers blind spots,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,52.0,60.0,55.0,,0.5,1.0,1.0,1.0,,71.0,4.0,Heuristics; Computer science; Software; Vulnerability (computing); Simple (philosophy),52.0,0.5,71.0,False,context
broad,10.1145/2670757.2670761,Computational Thinking Skills in Dutch Secondary Education: Exploring Teacher's Perspective,2014,ACM International Conference Proceeding Series,Conference paper,True,green,14.0,15.0,12.0,,,,,,,25.0,6.0,Computational thinking; Perspective (graphical); Set (abstract data type); Mathematics education; Computer science,14.0,0.0,25.0,True,exact|context|concepts
broad,10.1145/2670757.2670767,Introducing teachers to computational thinking using unplugged storytelling,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,72.0,93.0,68.0,,6.0,2.0,2.0,,,151.0,21.0,Storytelling; Syllabus; Computational thinking; Computer science; Mathematics education,72.0,6.0,151.0,False,exact|context|concepts
broad,10.1145/2670757.2670777,Abstraction as a bridging concept between computer science and physics,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,11.0,14.0,5.0,,1.0,1.0,1.0,1.0,,13.0,2.0,Abstraction; Bridging (networking); Computer science; Mathematics education; Phenomenon,11.0,1.0,13.0,False,context|concepts
broad,10.1145/2670757.2670778,Informatics Concepts For Primary Education: Preparing Children For Computational Thinking,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,22.0,22.0,19.0,,,,,,,49.0,9.0,Informatics; Curriculum; Engineering informatics; Business informatics; Computer science,22.0,0.0,49.0,False,exact
broad,10.1145/2670757.2670790,Playing with computing at a children's university,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,11.0,11.0,9.0,,,,,,,25.0,13.0,Computational thinking; Computer science; Mathematics education; Fibonacci number; Graph,11.0,0.0,25.0,False,exact|context|concepts
broad,10.1145/2674683.2674686,Model-based thinking and practice: A top-down approach to computational thinking,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,10.0,10.0,7.0,,3.0,1.0,1.0,,,33.0,8.0,Computer science; Construct (python library); Focus (optics); Relation (database); Connection (principal bundle),10.0,3.0,33.0,False,exact
broad,10.1145/2674683.2674704,Computational thinking skills in Dutch secondary education: Exploring pedagogical content knowledge,2014,ACM International Conference Proceeding Series,Conference paper,False,closed,15.0,16.0,16.0,,,,,,,49.0,8.0,Computational thinking; Data collection; Mathematics education; Completeness (order theory); Computer science,15.0,0.0,49.0,False,exact|context|concepts
broad,10.1145/2676660,A qualitative study of students' computational thinking skills in a data-driven computing class,2014,ACM Transactions on Computing Education,Article,False,closed,26.0,31.0,25.0,18.0,,,,,,147.0,12.0,Computational thinking; Computer science; Class (philosophy); Visualization; Context (archaeology),26.0,0.0,147.0,False,exact|context|concepts
broad,10.1145/2676723.2677229,What does it take to do computer programming? Surveying the K-12 students' conceptions,2015,,Conference paper,False,closed,5.0,6.0,6.0,,1.0,1.0,1.0,1.0,,56.0,10.0,Phenomenography; Computational thinking; Computer science; Syntax; Outreach,5.0,1.0,56.0,False,exact|context|concepts
broad,10.1145/2676723.2677244,Using SOLO to classify the programming responses of primary grade students,2015,,Conference paper,False,closed,34.0,72.0,36.0,,,,,,,97.0,12.0,Scripting language; Computer science; Conversation; Sprite (computer graphics); Mathematics education,34.0,0.0,97.0,False,exact|context|concepts
broad,10.1145/2676723.2677256,Scratch: A way to logo and python,2015,,Conference paper,False,closed,36.0,46.0,42.0,,3.0,1.0,1.0,,,132.0,17.0,Scratch; Computer science; Python (programming language); Transition (genetics); Mathematics education,36.0,3.0,132.0,False,exact|context|concepts
